2010 VR139,2017-2106,26,1.7e-07,5.18,26.7,0.015,-7.07,-7.28,0
1991 BA,2023-2096,9,9.8e-07,18.27,28.6,0.006,-7.08,-7.15,0
2001 QJ96,2032-2032,1,5.1e-10,26.69,22.0,0.130,-7.08,0
2010 KJ37,2024-2084,10,1.4e-08,6.69,23.9,0.056,-7.09,-7.22,0
2011 BH40,2023-2109,64,8.1e-08,5.48,25.1,0.033,-7.10,-7.78,0
2008 XK,2013-2101,71,4.3e-07,12.59,27.3,0.012,-7.14,-7.62,0
2011 CF22,2031-2085,68,1.8e-05,19.29,30.9,0.002,-7.16,-7.68,0
2003 WT153,2044-2109,25,3.8e-06,4.42,28.1,0.008,-7.20,-7.79,0
2008 YD3,2032-2107,30,2.7e-07,9.34,26.2,0.020,-7.20,-7.76,0
2012 KP24,2032-2032,1,1.1e-07,12.75,26.4,0.017,-7.22,0
2005 VP,2053-2076,11,8.3e-08,12.84,25.5,0.027,-7.23,-7.58,0
2006 UJ185,2052-2105,7,1.4e-06,15.44,27.9,0.009,-7.24,-7.76,0
2011 YW10,2025-2042,2,4.6e-09,13.87,24.0,0.054,-7.24,-7.26,0
2007 UT3,2062-2076,5,1.9e-07,9.05,25.7,0.024,-7.24,-7.37,0
2012 SU9,2084-2111,7,1.3e-06,10.87,27.2,0.012,-7.25,-7.31,0
2012 XL55,2036-2066,3,2.0e-07,19.17,27.0,0.013,-7.25,-7.39,0
2008 WO2,2092-2095,5,2.6e-05,6.11,29.8,0.004,-7.27,-7.33,0
2010 XC,2013-2110,157,1.7e-06,4.04,29.0,0.005,-7.28,-7.50,0
2006 DO62,2052-2095,11,2.3e-06,10.84,28.3,0.007,-7.28,-7.58,0
2012 UU68,2101-2101,1,1.5e-08,6.89,23.1,0.082,-7.29,0
2003 UM3,2022-2110,80,1.5e-06,13.61,28.0,0.008,-7.29,-8.07,0
2012 TU231,2111-2111,1,4.1e-07,9.98,26.2,0.020,-7.31,0
2001 UO,2020-2020,1,2.4e-09,16.28,24.1,0.051,-7.31,0
2004 DA53,2111-2111,2,2.9e-06,9.35,27.9,0.009,-7.32,-7.39,0
2010 VN1,2050-2066,4,1.7e-06,10.99,28.3,0.007,-7.33,-7.49,0
2011 YC40,2028-2050,6,3.4e-06,10.93,29.7,0.004,-7.33,-7.41,0
2005 UA1,2036-2036,1,8.1e-08,14.68,26.4,0.018,-7.35,0
2009 FZ10,2111-2111,2,1.4e-07,13.09,25.5,0.027,-7.36,-7.44,0
2003 DW10,2046-2058,2,1.5e-07,7.82,26.1,0.020,-7.37,-7.54,0
2007 EE126,2065-2092,2,3.9e-08,31.95,25.6,0.026,-7.38,0
2010 RX30,2063-2073,2,5.8e-07,9.85,27.2,0.012,-7.38,-7.40,0
2008 HC38,2029-2086,3,6.1e-08,14.05,26.1,0.020,-7.38,-7.44,0
2007 EH26,2103-2103,1,1.6e-08,20.19,24.2,0.049,-7.44,0
2011 DX4,2021-2111,22,1.6e-07,17.08,26.7,0.015,-7.44,-7.66,0
2008 CJ,2106-2106,1,1.1e-06,8.06,27.3,0.012,-7.44,0
2011 EC,2051-2051,1,7.7e-08,6.84,25.6,0.026,-7.44,0
2007 XB23,2078-2092,4,8.3e-07,4.57,27.1,0.013,-7.44,-7.70,0
2007 FP3,2059-2111,10,2.8e-06,9.66,28.4,0.007,-7.47,-7.79,0
2011 UD21,2105-2105,1,4.9e-06,1.27,28.5,0.007,-7.51,0
2007 VD8,2028-2103,32,5.9e-07,12.70,27.7,0.010,-7.52,-7.91,0
2010 WW8,2015-2106,58,8.5e-08,5.47,26.2,0.020,-7.54,-8.37,0
2006 BF56,2092-2110,9,3.4e-06,26.14,29.6,0.004,-7.54,-7.76,0
2010 CK19,2089-2107,4,1.8e-06,5.01,27.9,0.009,-7.55,-7.98,0
2009 ST171,2066-2066,1,2.7e-07,9.83,26.8,0.015,-7.55,0
2001 AV43,2066-2069,2,2.7e-08,3.71,24.4,0.046,-7.55,-7.58,0
2011 UR63,2110-2110,3,1.2e-07,12.57,25.7,0.024,-7.56,-7.77,0
2005 GQ33,2051-2082,5,4.4e-09,21.05,23.7,0.062,-7.56,-7.94,0
2008 CM74,2076-2102,9,2.1e-06,4.08,28.0,0.008,-7.57,-8.17,0
2012 HE31,2094-2094,1,1.1e-07,10.60,25.7,0.024,-7.57,0
2012 WQ3,2040-2040,1,1.1e-08,23.77,25.4,0.028,-7.58,0
2011 EL40,2073-2073,1,1.2e-07,16.97,26.5,0.017,-7.58,0
2010 VP139,2013-2109,117,2.1e-06,3.39,28.7,0.006,-7.59,-8.50,0
2007 BB,2076-2076,1,1.2e-06,4.44,27.8,0.009,-7.59,0
2010 XU,2093-2093,1,8.3e-08,6.24,25.4,0.029,-7.63,0
2011 HP4,2033-2068,3,2.0e-07,14.35,27.5,0.011,-7.64,-7.65,0
2006 YE,2082-2095,3,7.1e-07,5.96,27.3,0.012,-7.65,-7.94,0
2011 EM40,2065-2109,15,8.9e-07,10.69,28.0,0.009,-7.68,-8.33,0
2012 BN123,2074-2110,4,4.5e-09,10.12,23.2,0.078,-7.68,-8.07,0
2000 SZ162,2070-2091,2,4.4e-07,4.14,27.1,0.013,-7.69,-7.81,0
2011 AD3,2027-2111,32,1.2e-07,13.04,26.6,0.016,-7.70,-8.39,0
2003 YS70,2107-2107,1,4.6e-06,3.16,28.8,0.006,-7.70,0
2012 CS46,2019-2109,120,4.0e-07,6.06,27.8,0.009,-7.71,-8.45,0
2008 OO8,2109-2109,1,6.1e-08,8.32,25.2,0.031,-7.72,0
2008 HU4,2075-2076,2,1.5e-06,0.92,28.2,0.008,-7.73,-7.88,0
2012 HB25,2062-2062,1,1.8e-08,8.95,24.9,0.035,-7.79,0
2012 HP13,2090-2092,3,1.0e-08,12.96,24.2,0.048,-7.80,-8.06,0
2009 MU,2096-2096,1,1.5e-08,13.27,24.5,0.042,-7.80,0
2006 XZ2,2074-2097,2,2.2e-07,9.06,27.1,0.013,-7.86,-7.89,0
2009 VT1,2046-2081,3,2.0e-06,6.98,29.6,0.004,-7.93,-8.06,0
2011 AZ22,2034-2110,4,5.6e-07,12.50,28.6,0.006,-7.94,-8.14,0
2007 EE26,2086-2086,1,8.7e-08,4.60,26.1,0.021,-7.95,0
2008 EF85,2084-2110,4,1.7e-07,9.53,26.7,0.016,-7.95,-8.00,0
2011 SE191,2098-2098,1,1.6e-08,14.57,25.1,0.032,-7.99,0
2008 YC3,2086-2103,5,3.3e-08,6.25,25.4,0.029,-8.03,-8.13,0
2005 UC3,2109-2109,1,2.3e-07,7.89,27.1,0.013,-8.05,0
2010 GV23,2096-2105,2,4.0e-07,5.42,27.6,0.010,-8.10,-8.28,0
2012 TP20,2079-2079,1,3.2e-07,7.31,27.8,0.009,-8.11,0
2002 CB19,2066-2066,1,4.7e-09,15.75,24.8,0.038,-8.13,0
2012 WR10,2087-2096,3,8.3e-07,2.75,28.6,0.006,-8.23,-8.44,0
2012 VV76,2094-2094,2,1.4e-08,14.65,25.6,0.026,-8.25,-8.50,0
2011 YC63,2034-2047,2,1.4e-07,18.82,29.0,0.005,-8.25,-8.34,0
2010 XB,2027-2029,2,1.8e-07,19.67,29.6,0.004,-8.26,-8.50,0
2008 YC29,2095-2095,2,1.2e-08,12.28,25.3,0.030,-8.26,-8.37,0
2006 BO7,2060-2067,2,7.4e-07,9.84,29.3,0.005,-8.29,-8.46,0
2008 GY21,2045-2098,13,1.1e-07,11.14,27.6,0.010,-8.30,-8.83,0
2006 WK130,2103-2103,1,2.6e-10,20.74,22.4,0.110,-8.32,0
2011 SE58,2052-2055,2,5.8e-08,15.69,27.6,0.010,-8.32,-8.43,0
2001 VM5,2042-2042,1,3.0e-09,9.18,24.9,0.036,-8.34,0
2008 BN16,2067-2083,2,9.8e-09,18.64,25.9,0.022,-8.39,-8.40,0
2006 WV,2082-2082,1,4.8e-08,14.60,27.1,0.013,-8.40,0
2009 WQ52,2037-2037,1,4.9e-08,14.76,28.2,0.008,-8.46,0
2008 JD33,2016-2095,34,1.1e-08,6.76,27.3,0.015,-8.49,-9.01,0
2009 FQ32,2070-2104,5,5.2e-08,4.75,26.8,0.015,-8.52,-8.95,0
2006 UC64,2077-2094,3,2.2e-09,20.26,25.0,0.034,-8.56,-8.82,0
2011 FQ16,2105-2108,3,1.2e-07,7.91,27.7,0.010,-8.58,-8.60,0
2009 WJ6,2049-2056,2,2.4e-08,18.16,27.6,0.010,-8.59,-8.62,0
2008 GF1,2080-2080,1,1.0e-07,14.61,28.3,0.007,-8.61,0
2009 MG1,2079-2079,1,7.8e-10,17.47,24.1,0.052,-8.63,0
2005 TK50,2054-2106,3,1.6e-07,20.67,28.8,0.006,-8.64,-8.69,0
2012 CQ46,2040-2084,3,1.3e-08,13.11,27.2,0.012,-8.66,-8.67,0
2008 WJ14,2036-2105,12,1.1e-08,10.70,26.6,0.016,-8.68,-9.28,0
2010 XP,2026-2085,18,1.9e-08,6.95,26.9,0.014,-8.69,-9.34,0
2012 EZ1,2079-2107,3,1.9e-07,13.61,28.8,0.006,-8.69,-8.92,0
2011 BQ50,2082-2107,2,2.5e-07,3.13,28.3,0.007,-8.72,-8.74,0
2008 KT,2092-2098,2,1.6e-07,2.99,28.2,0.008,-8.80,-8.93,0
2002 AO11,2082-2082,1,2.1e-10,8.24,22.7,0.097,-8.85,0
2009 QR,2090-2090,1,3.6e-08,5.10,27.3,0.012,-8.96,0
2010 UE,2032-2044,2,6.8e-08,16.07,29.6,0.004,-8.97,-9.26,0
2007 WW3,2037-2037,1,1.6e-10,10.28,23.8,0.060,-8.98,0
2008 JL24,2091-2091,1,3.5e-07,2.72,29.6,0.004,-9.10,0
2011 CA7,2062-2069,4,3.6e-07,8.92,30.3,0.003,-9.10,-9.37,0
2009 WZ53,2084-2084,1,2.6e-10,18.97,24.1,0.052,-9.10,0
2012 RJ10,2089-2089,1,1.4e-09,15.49,25.4,0.028,-9.10,0
2009 XR1,2027-2099,4,5.5e-08,6.03,29.3,0.005,-9.22,-9.67,0
2009 JE1,2053-2080,3,1.2e-08,5.90,27.3,0.012,-9.22,-9.37,0
2009 EJ1,2069-2086,2,2.3e-08,10.51,28.2,0.008,-9.41,-9.43,0
2012 PY19,2077-2077,1,1.1e-08,3.66,27.7,0.010,-9.61,0
2012 BP123,2058-2100,8,3.6e-09,4.05,27.1,0.013,-9.71,-9.88,0
2012 GD,2036-2036,1,6.0e-10,8.74,26.9,0.014,-9.91,0
2012 VZ19,2101-2101,1,5.6e-10,7.92,25.6,0.025,-9.93,0
1991 VG,2101-2101,1,1.4e-08,1.04,28.4,0.007,-10.01,-10.0,0
2010 VQ139,2078-2078,2,3.2e-10,8.48,26.4,0.018,-10.39,-10.7,0
