2010UE,5.0*,2044-10-13 05:59,1/2.34E7,-9.28,0,19.51,856
2010XP,20.0*,2059-12-08 18:59,1/2.74E8,-9.36,0,13.22,810
1993KA2,7.0*,2060-11-10 00:22,1/4.5E7,-9.39,0,25.75,7214
2011OB26,33.0*,2078-08-10 10:38,1/1.13E9,-9.43,0,15.61,566
2007WD5,58.0*,2065-12-07 17:40,1/3.89E9,-9.45,0,13.49,1869
2008CM74,10.0*,2069-07-24 05:10,1/6.37E7,-9.57,0,11.91,1835
1994XM1,10.0*,2040-12-08 12:03,1/1.32E8,-9.66,0,15.6,6648
2005CM7,25.0*,2042-08-11 21:39,1/3.09E9,-9.71,0,21.55,2936
2009XR1,6.0*,2041-01-24 08:15,1/5.49E7,-9.73,0,13.12,1166
2011AZ22,8.0*,2090-01-09 01:44,1/7.04E7,-9.74,0,16.74,672
2009VZ39,9.0*,2070-11-13 14:40,1/2.31E8,-9.81,0,15.21,1195
2011WQ4,14.0*,2081-01-06 16:49,1/2.58E8,-9.83,0,13.32,458
2009YA,44.0*,2081-12-14 05:25,1/2.69E10,-9.96,0,22.99,660
2011EU20,14.0*,2084-03-12 23:56,1/4.69E8,-10.03,0,14.4,672
2007VF189,9.0*,2079-11-14 10:55,1/1.85E8,-10.04,0,16.04,1926
2005TK50,7.0*,2054-03-06 17:54,1/4.57E8,-10.1,0,24.3,2687
2007WW3,67.0*,2071-11-11 15:13,1/2.16E10,-10.11,0,11.68,1920
2008VB4,9.0*,2050-08-15 10:52,1/4.26E8,-10.14,0,16.03,1566
2009WQ25,68.0*,2051-11-03 01:31,1/9.52E10,-10.16,0,22.42,1185
2010VC140,11.0*,2089-11-11 02:18,1/2.79E8,-10.23,0,12.05,827
2009JE1,18.0*,2062-05-06 04:08,1/1.85E10,-10.44,0,18.3,660
2012DY13,11.0*,2060-08-23 23:57,1/1.94E9,-10.54,0,20.36,362
2011SE191,40.0*,2079-09-24 19:31,1/5.26E10,-10.82,0,17.96,504
2010VP139,6.0*,2087-05-26 06:24,1/6.37E8,-10.94,0,11.25,828
2012GD,18.0*,2067-04-12 11:28,1/7.41E9,-10.95,0,13.87,323
2008WO2,5.0*,2077-11-19 01:03,1/5.99E8,-11.38,0,12.74,1380
