2005eL70,66.0,2034-03-05 23:23,1/3.62e6,-5.3,0,37.25,2902
2006HF6,54.0,2070-04-19 01:51,1/396825,-5.31,0,19.85,2495
2011eS4,31.0,2055-09-02 17:14,1/85470,-5.33,0,13.58,671
2010KV7,26.0,2034-05-21 06:29,1/95238,-5.35,0,12.39,1005
2009WP6,19.0,2074-11-16 09:59,1/57142,-5.35,0,27.7,1187
2002MN,91.0,2071-06-15 16:02,1/961538,-5.36,0,15.25,3847
2012SY49,29.0,2048-09-28 18:27,1/171526,-5.37,0,19.23,148
2006QN111,75.0,2079-08-16 11:07,1/574712,-5.37,0,15.37,2363
2001BA16,29.0,2041-01-15 01:29,1/73529,-5.37,0,12.21,4374
2009BF58,15.0,2083-01-22 05:37,1/9523,-5.38,0,13.03,1480
1999RZ31,74.0,2056-09-05 01:15,1/617283,-5.38,0,13.86,4900
1994GV,14.0,2039-04-11 02:10,1/15082,-5.38,0,13.81,6885
2011BP40,34.0,2020-09-24 03:48,1/1.13e6,-5.39,0,12.69,671
2001CA21,710.0,2060-02-13 19:31,1/9.71e8,-5.45,0,32.35,4398
2008KO,55.0,2052-06-01 14:25,1/1.45e6,-5.49,0,26.06,1728
2011eB,17.0,2077-02-27 07:36,1/25974,-5.5,0,15.21,671
1995CS,34.0,2042-02-03 14:41,1/490196,-5.51,0,27.8,6587
2007TC14,160.0,2082-10-22 10:11,1/1.25e7,-5.52,0,27.89,1953
2012Ue34,100.0,2099-04-08 00:13,1/1.05e6,-5.53,0,12.46,126
2010MY112,270.0,2018-12-18 17:01,1/5.1e8,-5.53,0,26.14,956
2007DS7,29.0,2075-02-17 10:08,1/104384,-5.54,0,16.68,2189
2013BL18,27.0,2086-01-14 07:25,1/97087,-5.54,0,18.06,32
2007VH189,92.0,2042-06-05 11:33,1/5.35e6,-5.61,0,21.28,1922
2012LJ,32.0,2072-11-10 21:37,1/289017,-5.62,0,21.77,254
2011SM173,12.0,2058-09-22 03:53,1/26109,-5.64,0,18.09,508
2007HB15,12.0,2055-04-25 12:24,1/14367,-5.64,0,12.86,2128
2008ST,16.0,2080-09-24 11:33,1/19646,-5.68,0,11.64,1610
2005WG57,79.0,2029-08-21 04:21,1/3.97e6,-5.68,0,14.94,2637
2008eA9,12.0,2076-12-25 12:23,1/9708,-5.69,0,11.25,1806
2012AP10,22.0,2069-12-29 16:08,1/52631,-5.69,0,11.73,404
2009OW6,36.0,2080-08-20 08:44,1/172711,-5.69,0,13.01,1301
2011BF40,46.0,2083-06-27 12:06,1/662251,-5.7,0,21.61,657
2012eK5,33.0,2074-03-24 10:18,1/293255,-5.71,0,18.84,336
2005VN5,17.0,2071-11-12 13:44,1/30581,-5.71,0,12.97,2656
2007CC27,18.0,2075-02-12 09:59,1/47393,-5.74,0,15.6,2196
2004PU42,19.0,2081-08-16 23:28,1/44444,-5.74,0,15.07,3111
2012BY1,29.0,2043-01-25 16:44,1/606060,-5.76,0,21.39,396
1996TC1,69.0,2067-09-26 05:04,1/2.91e6,-5.76,0,26.49,5975
2011TO,23.0,2064-09-27 09:23,1/112107,-5.78,0,14.07,504
2011BG10,23.0,2051-01-24 09:50,1/191570,-5.8,0,16.63,671
2011AM37,5.0,2048-01-11 10:06,1/2832,-5.8,0,11.76,671
2011MX,18.0,2085-06-19 07:34,1/58823,-5.83,0,16.58,604
2011CU46,35.0,2080-08-11 23:14,1/413223,-5.83,0,19.84,671
2010VW194,21.0,2079-11-12 20:07,1/70921,-5.83,0,13.34,825
2008YO2,38.0,2079-12-24 18:27,1/518134,-5.83,0,19.87,1519
2010JL88,19.0,2082-05-18 21:22,1/88495,-5.87,0,18.61,1009
2009CZ1,53.0,2058-02-19 00:59,1/2.31e6,-5.9,0,20.97,1475
2007YM,26.0,2014-11-29 09:12,1/1.09e6,-5.91,0,13.89,1890
2002RB182,110.0,2088-10-08 01:41,1/5.85e6,-5.92,0,17.13,3809
2002UV36,21.0,2087-10-26 07:48,1/71942,-5.94,0,13.79,3750
2000LG6,7.0,2088-05-27 03:19,1/3300,-5.94,0,11.38,4640
2002TZ59,110.0,2033-09-27 09:48,1/3.53e7,-5.95,0,30.49,3787
2009FG,33.0,2077-12-24 13:26,1/311526,-5.96,0,14.43,1434
2007XZ9,46.0,2068-11-28 00:26,1/990099,-5.96,0,17.17,1901
2010VQ,12.0,2053-10-07 18:55,1/34482,-5.97,0,12.08,839
2009WR52,9.0,2060-11-22 13:08,1/15576,-5.98,0,12.43,1183
2007UO6,14.0,2031-10-17 06:03,1/147928,-5.98,0,16.18,1945
2006CD,340.0,2008-07-17 12:19,1/1.42e9,-5.98,0,15.26,2572
2012XM16,29.0,2081-12-20 00:42,1/321543,-5.99,0,16.91,75
2013CL22,48.0,2064-02-03 00:50,1/1.12e6,-5.99,0,14.71,14
2006QV89,37.0,2023-09-08 22:31,1/1.5e6,-6.02,0,12.33,2364
2012DJ54,8.0,2068-02-24 13:54,1/12919,-6.03,0,12.43,355
2001SB170,140.0,2089-03-17 06:30,1/2.3e7,-6.08,0,25.12,4147
2005NX55,160.0,2011-01-06 13:34,1/8.33e8,-6.09,0,27.46,2778
2007KO4,95.0,2015-11-24 02:46,1/5.29e7,-6.11,0,17.26,2096
2012BL14,10.0,2031-01-19 17:00,1/195694,-6.13,0,23.03,394
2008eM68,13.0,2019-03-11 21:22,1/371747,-6.13,0,18.94,1804
2008DB,31.0,2071-02-10 07:58,1/357142,-6.13,0,13.18,1826
2007TL16,24.0,2090-10-06 07:24,1/212314,-6.14,0,15.99,1959
2010XN69,24.0,2047-01-03 07:00,1/303030,-6.15,0,12.7,671
2008LG2,38.0,2077-06-17 18:10,1/487804,-6.15,0,12.1,1720
2011eU29,460.0,2118-09-20 03:56,1/3.3e8,-6.16,0,21.4,671
2004VM24,30.0,2078-11-13 02:47,1/480769,-6.17,0,17.03,3023
2012VS76,17.0,2081-11-16 11:44,1/136986,-6.21,0,15.99,99
2012PB20,44.0,2090-02-10 10:05,1/740740,-6.21,0,11.88,190
2011FQ6,12.0,2075-03-23 23:33,1/59523,-6.23,0,15.34,671
2008CT1,13.0,2088-02-05 10:51,1/68027,-6.23,0,17.23,1840
2010XB,5.0,2036-11-30 06:03,1/34843,-6.24,0,22.49,671
2008ST7,64.0,2074-09-10 00:27,1/3.28e6,-6.25,0,15.02,1602
2009HW67,25.0,2079-04-24 14:12,1/819672,-6.28,0,25.28,1392
2013BR27,12.0,2092-01-17 02:18,1/60240,-6.3,0,15.63,30
2009TU,14.0,2086-10-09 23:59,1/127064,-6.32,0,18.83,1227
2008eV84,36.0,2041-03-07 15:24,1/2.19e6,-6.33,0,16.11,1802
2006BC8,39.0,2085-07-26 01:42,1/1.27e6,-6.33,0,17.27,2582
2011DS,17.0,2080-02-24 17:59,1/129032,-6.37,0,12.95,671
2012TV,38.0,2070-04-03 02:10,1/2.32e6,-6.37,0,20.06,135
2011AH5,27.0,2074-01-14 23:38,1/588235,-6.39,0,14.67,671
2008XC1,78.0,2085-12-17 14:54,1/7.69e6,-6.43,0,16.16,1538
2008KN11,94.0,2046-06-20 19:11,1/2.99e7,-6.46,0,17.78,1724
2008Le,46.0,2021-05-27 01:47,1/2.76e6,-6.47,0,14.76,1722
2012UU158,17.0,2070-10-20 05:12,1/333333,-6.49,0,16.6,117
2006SC,38.0,2043-09-14 02:04,1/3.39e6,-6.49,0,16.56,2346
2004VZ14,37.0,2076-11-01 21:35,1/2.04e6,-6.49,0,18.89,3023
2010UY7,8.0,2088-10-27 11:15,1/25575,-6.51,0,11.83,841
2009FZ4,36.0,2018-09-20 13:45,1/1.18e7,-6.51,0,14.63,1431
2005TM173,65.0,2052-11-17 11:46,1/7.69e6,-6.53,0,15.51,2646
2010JA43,280.0,2023-01-07 13:25,1/7.25e8,-6.54,0,18.76,1014
2011QF48,37.0,2067-08-26 23:57,1/4.26e6,-6.57,0,22.84,536
2007SN6,42.0,2059-09-18 15:12,1/5.38e6,-6.57,0,21.46,1975
2011UL169,9.0,2057-10-25 15:58,1/95238,-6.59,0,14.57,479
2010GM23,49.0,2087-04-14 14:24,1/4.37e6,-6.61,0,17.5,1046
2004XB45,23.0,2035-12-18 01:52,1/2.42e6,-6.64,0,20.37,2988
2011YW10,66.0,2025-12-02 13:58,1/5.35e7,-6.65,0,17.03,419
2005VL1,19.0,2047-10-31 04:55,1/549450,-6.66,0,12.91,2661
2010UJ,25.0,2029-11-27 03:50,1/1.84e6,-6.68,0,11.48,854
2007eO88,22.0,2073-03-16 14:30,1/704225,-6.68,0,15.64,2166
2007US51,15.0,2082-10-31 13:55,1/362318,-6.69,0,18.98,1936
2005UL6,53.0,2068-10-28 00:32,1/6.76e6,-6.69,0,16.36,2667
2008VM,4.0,2031-11-04 17:33,1/31545,-6.7,0,15.17,1568
2009JL2,27.0,2085-05-13 14:51,1/1.24e6,-6.71,0,17.02,1377
2012PK24,78.0,2051-02-07 09:53,1/3.09e7,-6.72,0,16.12,195
1997UA11,38.0,2073-10-24 02:07,1/2.92e6,-6.73,0,16.37,5582
2010TD,18.0,2072-09-27 09:06,1/1.03e6,-6.78,0,21.97,869
2010NN,9.0,2060-07-03 07:31,1/114416,-6.79,0,13.6,957
2007FY20,46.0,2086-04-01 12:49,1/4.37e6,-6.8,0,14.8,2156
2010UH,16.0,2079-07-12 03:56,1/342465,-6.82,0,13.07,854
2004FU162,8.0,2008-03-31 14:56,1/1.7e6,-6.82,0,16.02,3247
2011CL50,13.0,2059-02-16 16:11,1/236406,-6.85,0,11.67,671
2007BB,11.0,2076-01-17 04:12,1/139470,-6.85,0,12.03,2224
2012BU1,12.0,2086-01-13 02:37,1/204081,-6.86,0,14.32,396
2010TN55,17.0,2078-10-11 13:47,1/1.41e6,-6.86,0,27.69,859
2006GU2,12.0,2087-10-10 13:00,1/150602,-6.86,0,13.33,2506
2007eV,41.0,2088-09-19 21:20,1/4.17e6,-6.88,0,15.4,2170
2012WS3,28.0,2082-05-22 14:15,1/1.62e6,-6.88,0,14.22,92
2012SG58,100.0,2060-10-04 19:25,1/9.52e7,-6.9,0,19.43,143
2007UD6,9.0,2083-10-18 17:02,1/90909,-6.9,0,12.69,1946
2004Me6,130.0,2032-07-13 15:20,1/1.58e8,-6.91,0,14.67,3160
2009WW7,7.0,2083-11-19 19:55,1/60975,-6.93,0,13.86,1186
2008PK9,97.0,2045-08-10 11:12,1/2.5e8,-6.93,0,30.17,1655
2008eL68,12.0,2017-02-07 21:16,1/980392,-6.94,0,11.4,1804
2007DC,13.0,2054-02-08 13:47,1/429184,-6.95,0,13.03,2193
2007TX22,9.0,2078-10-12 20:44,1/129870,-6.97,0,14.31,1957
2009eW,22.0,2075-03-06 21:32,1/1.74e6,-6.99,0,17.02,1448
2007UN12,8.0,2075-10-18 03:22,1/64935,-6.99,0,11.3,1939
2012TC4,19.0,2030-10-12 14:53,1/3.01e6,-7.02,0,12.94,136
2010UR7,14.0,2086-10-28 16:08,1/552486,-7.02,0,17.41,841
2001UD5,140.0,2060-10-09 09:33,1/2.47e8,-7.02,0,20.49,4118
2011AY22,16.0,2085-01-17 06:23,1/781250,-7.04,0,17.07,671
2010DH,390.0,2012-08-19 20:36,1/1.8e10,-7.04,0,18.49,659
2006SR131,11.0,2083-09-23 15:42,1/212314,-7.05,0,14.02,2336
2008XU2,32.0,2039-11-25 01:26,1/9.17e6,-7.08,0,14.95,1534
2006WV29,21.0,2054-06-05 05:04,1/3.39e6,-7.08,0,20.19,2278
2012RU16,32.0,2077-07-20 20:00,1/3.73e6,-7.08,0,14.09,157
1991BA,8.0,2023-01-18 01:42,1/621118,-7.1,0,21.97,8068
2008US,2.0,2018-04-18 01:55,1/98039,-7.13,0,21.73,1581
2009TB,6.0,2014-10-01 05:37,1/1.49e6,-7.14,0,16.24,1233
2010JH110,23.0,2071-06-01 10:38,1/2.14e6,-7.15,0,13.7,1009
2009FJ,45.0,2088-03-13 12:42,1/8.55e6,-7.15,0,14.34,1434
2011Ae3,18.0,2087-01-02 23:36,1/442477,-7.16,0,12.32,671
2010TW149,28.0,2085-10-07 01:36,1/5.35e6,-7.17,0,20.41,857
2010FN,20.0,2082-10-12 20:24,1/1.21e6,-7.18,0,13.08,1068
2012HP13,59.0,2085-04-27 12:01,1/2.65e7,-7.2,0,17.13,301
2011YC40,5.0,2028-12-27 12:16,1/259740,-7.21,0,15.62,415
2009YR,11.0,2060-09-20 03:07,1/347222,-7.22,0,11.6,1157
2007eZ25,33.0,2087-03-04 16:47,1/1.06e7,-7.23,0,23.99,2170
2005AU3,27.0,2088-01-05 21:13,1/4.18e6,-7.23,0,18.22,2963
2012XL55,16.0,2036-06-08 18:48,1/6.25e6,-7.23,0,22.24,72
2008BC15,20.0,2072-07-23 08:30,1/4.52e6,-7.27,0,23.67,1846
1997TC25,45.0,2090-10-15 22:21,1/1.15e7,-7.27,0,16.75,5598
2012eP10,6.0,2084-03-04 01:54,1/73529,-7.28,0,11.48,339
2011CF66,13.0,2067-09-29 10:06,1/1.14e6,-7.28,0,13.65,671
2004RU109,21.0,2038-09-14 06:01,1/5.88e6,-7.29,0,17.09,3082
2002TY59,35.0,2084-10-01 20:51,1/6.1e6,-7.31,0,13.88,3765
2004BN41,30.0,2086-02-02 20:33,1/4.22e6,-7.33,0,13.39,3308
2010NH,31.0,2089-07-01 02:38,1/5.85e6,-7.34,0,15.21,959
2010HP20,13.0,2040-04-18 12:42,1/1.86e6,-7.34,0,15.31,1032
2009FP32,12.0,2073-04-01 21:16,1/1.07e6,-7.36,0,18.75,1421
2008YV32,23.0,2085-01-09 21:49,1/2.9e6,-7.38,0,14.23,1508
2007UT3,30.0,2078-08-28 20:36,1/6.94e6,-7.42,0,14.39,1947
2008LD,7.0,2086-05-30 22:42,1/152207,-7.45,0,11.91,1722
2011BT59,230.0,2041-04-06 20:28,1/1.65e10,-7.46,0,39.9,671
2003DW10,25.0,2046-03-02 09:23,1/7.94e6,-7.48,0,13.65,3485
2001FB90,440.0,2067-10-19 02:01,1/1.65e10,-7.48,0,27.37,4346
2012CU,27.0,2040-01-31 06:23,1/1.77e7,-7.49,0,15.63,381
2008HC38,25.0,2029-04-23 02:40,1/2.65e7,-7.5,0,17.96,1753
2006He2,21.0,2081-10-06 10:16,1/2.51e6,-7.5,0,12.25,2495
2008SH148,26.0,2049-10-17 03:36,1/1.17e7,-7.55,0,15.32,1603
2008TS26,1.0,2013-10-09 09:22,1/46296,-7.56,0,17.45,1592
2001SD286,39.0,2080-09-23 05:15,1/1.93e7,-7.56,0,16.81,4161
2010VN1,9.0,2054-11-02 23:12,1/1.02e6,-7.57,0,15.68,837
2012Ue,9.0,2053-10-20 14:00,1/1.16e6,-7.58,0,17.32,126
2006HX57,38.0,2045-05-09 01:51,1/3.77e7,-7.6,0,15.4,2485
2008HU4,10.0,2076-04-04 19:54,1/471698,-7.61,0,11.22,1754
2008UA202,5.0,2083-10-11 04:08,1/120336,-7.63,0,11.41,1568
2012He31,30.0,2083-09-15 23:01,1/1.36e7,-7.67,0,15.4,295
2006DO62,8.0,2053-02-21 23:57,1/1.28e6,-7.71,0,15.54,2548
2011CF22,3.0,2031-02-07 13:02,1/366300,-7.75,0,22.57,671
2010VO139,22.0,2043-11-10 12:10,1/3.6e7,-7.75,0,24.22,827
2001YN2,43.0,2079-12-15 03:33,1/5.88e7,-7.75,0,21.6,4060
2001HJ31,70.0,2083-04-11 05:08,1/1.2e8,-7.79,0,15.92,4313
2013AB65,13.0,2094-01-12 09:59,1/5.24e6,-7.82,0,26.92,36
2008VS4,56.0,2027-01-11 00:49,1/2.87e8,-7.83,0,12.26,1565
2006WZ184,26.0,2084-11-24 12:49,1/9.8e6,-7.83,0,13.32,2271
2011WN69,24.0,2024-11-25 02:41,1/1.56e8,-7.84,0,26.44,447
2011BH40,43.0,2024-07-26 23:34,1/1.8e8,-7.9,0,12.39,671
2008OO1,51.0,2088-07-22 04:44,1/8.55e7,-7.9,0,17.17,1637
2006XZ2,16.0,2074-12-23 22:44,1/4.69e6,-7.9,0,14.38,2258
2009TM8,8.0,2079-10-18 13:48,1/854700,-7.91,0,13.73,1222
2006Ye,14.0,2088-01-13 18:43,1/2.54e6,-7.91,0,12.66,2256
2003UM3,11.0,2069-10-12 21:03,1/2.56e6,-7.92,0,18.39,3412
2011eM40,11.0,2054-09-12 21:12,1/3.38e6,-7.93,0,15.47,671
2007VD8,11.0,2086-11-02 23:00,1/2.72e6,-7.94,0,16.74,1932
2012BK14,15.0,2038-01-12 16:02,1/2.54e6,-7.97,0,11.47,393
2011BA60,150.0,2057-01-07 11:44,1/6.54e9,-7.97,0,20.73,671
2006UC64,43.0,2078-04-18 16:38,1/1.26e8,-8.0,0,23.02,2309
2005GQ33,75.0,2081-10-25 08:20,1/5.52e8,-8.01,0,24.45,2875
2006UQ216,15.0,2074-03-01 20:43,1/3.95e6,-8.04,0,11.8,2302
2009DV,45.0,2044-02-15 21:30,1/3.92e8,-8.07,0,25.21,659
2002XV90,38.0,2090-12-11 06:58,1/3.97e7,-8.07,0,13.53,3702
2012TP20,11.0,2079-10-02 13:11,1/2.85e6,-8.07,0,13.36,130
2009VT1,5.0,2046-10-19 08:20,1/769230,-8.08,0,13.16,1196
2000SZ162,15.0,2078-07-15 00:04,1/4.08e6,-8.09,0,11.93,4518
2013CY,9.0,2085-11-20 03:23,1/1.31e6,-8.09,0,11.43,19
2003WT153,10.0,2057-09-23 04:58,1/2.45e6,-8.1,0,11.88,3368
2008BN16,28.0,2079-01-22 14:53,1/5.68e7,-8.11,0,22.08,1845
2005TH50,11.0,2077-10-03 16:49,1/2.11e6,-8.13,0,12.13,2686
2005UC3,16.0,2088-10-05 16:54,1/6.17e6,-8.14,0,13.71,2672
2008TS10,7.0,2068-09-20 06:42,1/1.28e6,-8.22,0,11.62,1593
2005CP7,39.0,2079-01-26 00:39,1/7.04e7,-8.24,0,13.42,2934
2007FP3,9.0,2059-03-15 20:53,1/3.34e6,-8.25,0,14.81,2161
2010RM80,11.0,2085-09-05 02:18,1/3.24e6,-8.29,0,12.41,890
2010CK19,11.0,2089-02-14 01:41,1/3.26e6,-8.3,0,12.25,1099
2005UA1,23.0,2033-10-20 12:48,1/9.8e7,-8.3,0,18.52,2659
2010VR139,20.0,2017-10-10 12:50,1/1.75e8,-8.34,0,12.05,827
1999FQ10,92.0,2081-03-01 03:55,1/7.52e8,-8.34,0,13.58,5081
2008VL,13.0,2031-10-29 07:32,1/3.15e7,-8.35,0,16.61,1568
2012SU9,15.0,2091-01-09 04:03,1/1.2e7,-8.37,0,15.59,151
2011AZ36,46.0,2049-12-29 00:45,1/1.91e8,-8.37,0,15.46,671
1993UA,34.0,2081-10-19 20:41,1/7.14e7,-8.37,0,14.73,7058
2006UJ185,11.0,2052-10-30 20:30,1/1.4e7,-8.39,0,19.05,2304
2005VP,32.0,2053-11-01 07:22,1/1.35e8,-8.39,0,15.26,2663
2007XB23,16.0,2062-12-11 07:32,1/1.64e7,-8.46,0,12.07,1892
2006BO7,6.0,2067-05-31 02:25,1/1.84e6,-8.48,0,14.89,2583
2002AN129,26.0,2043-05-05 17:02,1/1.31e8,-8.5,0,16.31,4053
2012VU76,31.0,2095-05-12 10:36,1/6.1e7,-8.5,0,12.21,99
2011HN24,13.0,2027-02-02 17:40,1/4.83e7,-8.58,0,12.68,660
2010DG1,54.0,2077-02-08 00:35,1/8.47e8,-8.61,0,21.15,1096
2011HP4,13.0,2055-05-01 06:12,1/3.75e7,-8.62,0,18.34,663
2008UY91,63.0,2037-04-24 07:42,1/1.74e9,-8.71,0,19.65,1573
2008GM2,9.0,2090-04-03 03:26,1/5.18e6,-8.74,0,12.1,1778
2010XQ,38.0,2064-12-05 04:47,1/3.33e8,-8.78,0,14.12,809
2003YS70,7.0,2081-01-04 20:15,1/3.34e6,-8.79,0,11.62,3342
2008GY21,13.0,2065-04-07 15:32,1/3.5e7,-8.85,0,16.12,1771
2012BW13,15.0,2072-01-27 10:45,1/5.05e7,-8.86,0,16.13,394
2009VA,8.0,2033-11-06 19:44,1/2.44e7,-8.87,0,13.74,1200
2009eJ1,9.0,2067-11-03 11:20,1/1.67e7,-8.89,0,15.45,1448
2011BU59,24.0,2090-01-16 10:21,1/1.69e8,-8.9,0,15.92,671
2012XK134,22.0,2096-12-04 08:46,1/6.67e7,-8.92,0,12.22,71
2011AD3,21.0,2046-01-01 07:16,1/3.13e8,-8.93,0,18.69,671
2010XU,36.0,2080-08-19 16:19,1/2.77e8,-8.93,0,12.78,671
2012WR10,8.0,2081-06-18 04:05,1/7.75e6,-8.98,0,11.5,90
2005TA,15.0,2085-10-04 19:06,1/3.22e7,-8.98,0,12.18,2694
2008XK,15.0,2082-12-07 12:13,1/4.98e7,-8.99,0,15.61,1539
2008CB6,16.0,2087-04-28 20:34,1/4.95e7,-9.02,0,13.36,1837
2009XQ2,38.0,2031-12-17 04:09,1/2.38e10,-9.05,0,31.02,659
2011CA7,4.0,2062-02-19 17:33,1/2.54e6,-9.06,0,14.3,671
2011YC63,7.0,2047-12-30 04:41,1/3.29e7,-9.08,0,21.83,413
2007YS56,29.0,2084-12-25 12:09,1/3.52e8,-9.2,0,14.43,1866
2013BR15,40.0,2098-01-02 07:29,1/8.47e8,-9.2,0,17.64,31
2008YD3,25.0,2022-12-13 14:40,1/2.4e9,-9.26,0,13.65,1519
2009FK,9.0,2055-03-20 23:36,1/3.61e7,-9.27,0,13.24,659
2010Ue,5.0,2044-10-13 05:59,1/2.34e7,-9.28,0,19.51,855
2010XP,20.0,2059-12-08 18:59,1/2.74e8,-9.36,0,13.22,809
1993KA2,7.0,2060-11-10 00:22,1/4.5e7,-9.39,0,25.75,7213
2011OB26,33.0,2078-08-10 10:38,1/1.13e9,-9.43,0,15.61,565
2007WD5,58.0,2065-12-07 17:40,1/3.89e9,-9.45,0,13.49,1868
2008CM74,10.0,2069-07-24 05:10,1/6.37e7,-9.57,0,11.91,1834
1994XM1,10.0,2040-12-08 12:03,1/1.32e8,-9.66,0,15.6,6647
2005CM7,25.0,2042-08-11 21:39,1/3.09e9,-9.71,0,21.55,2935
